atc,atc_name,rxnorm_concept_id,rxnorm_concept name,atc_concept_id,rxnorm_code
B05BA02,FAT EMULSIONS,961145,Glycerin,21601156,4910
B05BA02,FAT EMULSIONS,19013789,EGG YOLK PHOSPHOLIPIDS,21601156,314605
B05BA02,FAT EMULSIONS,19070224,Soybean Oil,21601156,9949
B05BA03,CARBOHYDRATES,956691,Fructose,21601157,4570
B05BA03,CARBOHYDRATES,1560524,Glucose,21601157,4850
B05BA10,COMBINATIONS,19003107,invert sugar,21601159,27712
B05BB01,ELECTROLYTES,904826,Lactic acid,21601161,28393
B05BB01,ELECTROLYTES,967823,Sodium Chloride,21601161,9863
B05BB01,ELECTROLYTES,19036781,Calcium Chloride,21601161,1901
B05BB01,ELECTROLYTES,19049105,Potassium Chloride,21601161,8591
B05BB01,ELECTROLYTES,19092849,Magnesium Chloride,21601161,6579
B05BB01,ELECTROLYTES,19093848,Magnesium Sulfate,21601161,6585
B05BB02,ELECTROLYTES WITH CARBOHYDRATES,904826,Lactic acid,21601162,28393
B05BB02,ELECTROLYTES WITH CARBOHYDRATES,967823,Sodium Chloride,21601162,9863
B05BB02,ELECTROLYTES WITH CARBOHYDRATES,1560524,Glucose,21601162,4850
B05BB02,ELECTROLYTES WITH CARBOHYDRATES,19036781,Calcium Chloride,21601162,1901
B05BB02,ELECTROLYTES WITH CARBOHYDRATES,19049105,Potassium Chloride,21601162,8591
B05BB03,TROMETAMOL,19006047,Tromethamine,21601163,10865
B05BC01,MANNITOL,994058,Mannitol,21601165,6628
B05BC02,CARBAMIDE,906914,Urea,21601166,11002
B05CA10,COMBINATIONS,915981,Neomycin,21601178,7299
B05CA10,COMBINATIONS,948582,Polymyxin B,21601178,8536
B05CB01,SODIUM CHLORIDE,967823,Sodium Chloride,21601180,9863
B05CB10,COMBINATIONS,904826,Lactic acid,21601184,28393
B05CB10,COMBINATIONS,967823,Sodium Chloride,21601184,9863
B05CB10,COMBINATIONS,19036781,Calcium Chloride,21601184,1901
B05CB10,COMBINATIONS,19049105,Potassium Chloride,21601184,8591
B05CX,OTHER IRRIGATING SOLUTIONS,904826,Lactic acid,21601185,28393
B05CX,OTHER IRRIGATING SOLUTIONS,929549,Acetic Acid,21601185,168
B05CX,OTHER IRRIGATING SOLUTIONS,967823,Sodium Chloride,21601185,9863
B05CX,OTHER IRRIGATING SOLUTIONS,19036781,Calcium Chloride,21601185,1901
B05CX,OTHER IRRIGATING SOLUTIONS,19049105,Potassium Chloride,21601185,8591
B05CX02,SORBITOL,970011,Sorbitol,21601187,9945
B05CX03,GLYCINE,962398,Glycine,21601188,4919
B05CX04,MANNITOL,994058,Mannitol,21601189,6628
B05CX10,COMBINATIONS,970011,Sorbitol,21601190,9945
B05CX10,COMBINATIONS,994058,Mannitol,21601190,6628
B05XA,ELECTROLYTE SOLUTIONS,904826,Lactic acid,21601195,28393
B05XA,ELECTROLYTE SOLUTIONS,19092849,Magnesium Chloride,21601195,6579
B05XA,ELECTROLYTE SOLUTIONS,19093848,Magnesium Sulfate,21601195,6585
B05XA01,POTASSIUM CHLORIDE,19049105,Potassium Chloride,21601196,8591
B05XA02,SODIUM BICARBONATE,939506,Sodium Bicarbonate,21601197,36676
B05XA03,SODIUM CHLORIDE,967823,Sodium Chloride,21601198,9863
B05XA03,SODIUM CHLORIDE,19081343,"Sodium Chloride, Bacteriostatic",21601198,219965
B05XA04,AMMONIUM CHLORIDE,912362,Ammonium Chloride,21601199,712
B05XA05,MAGNESIUM SULFATE,19093848,Magnesium Sulfate,21601200,6585
B05XA06,"POTASSIUM PHOS,INCL. COMB W/OTHER POTASSIUM SALTS",19027362,potassium phosphate,21601201,34322
B05XA06,"POTASSIUM PHOS,INCL. COMB W/OTHER POTASSIUM SALTS",19049024,Potassium,21601201,8588
B05XA07,CALCIUM CHLORIDE,19036781,Calcium Chloride,21601202,1901
B05XA08,SODIUM ACETATE,19077884,Sodium Acetate,21601203,56443
B05XA09,SODIUM PHOSPHATE,939871,sodium phosphate,21601204,36709
B05XA12,ZINC CHLORIDE,19044317,zinc chloride,21601207,39937
B05XA13,HYDROCHLORIC ACID,974140,Hydrochloric Acid,21601208,5486
B05XA17,POTASSIUM ACETATE,19076414,Potassium Acetate,21601212,54987
B06AA03,HYALURONIDASE,19073699,Hyaluronidase,21601229,5464
B06AA04,CHYMOTRYPSIN,19096710,CHYMOTRYPSIN,21601230,2530
B06AB01,HEMATIN,19067303,Hemin,21601236,5175
C01AA03,DIGITALIS LEAVES,19054998,DIGITALIS LEAF,21601243,235219
C01AA03,DIGITALIS LEAVES,19060903,Digitalis preparation,21601243,91235
J06AA06,RABIES SERUM,544509,"rabies immune globulin, (human) vaccine",21601253,830471
J06BA01,"IMMUNOGLOBULINS,NORMAL HUMAN,FOR EXTRAVASCULAR ADM",19117912,Immunoglobulin G,21601256,5666
J06BA02,"IMMUNOGLOBULINS,NORMAL HUMAN,FOR INTRAVASCULAR ADM",19117912,Immunoglobulin G,21601257,5666
J06BB,SPECIFIC IMMUNOGLOBULINS,19013765,respiratory syncytial virus immune globulin intravenous,21601258,119246
J06BB01,ANTI-D (RH) IMMUNOGLOBULIN,535714,Rho(D) Immune Globulin,21601259,35465
J06BB03,VARICELLA/ZOSTER IMMUNOGLOBULIN,543291,varicella-zoster immune globulin,21601261,39385
J06BB04,HEPATITIS B IMMUNOGLOBULIN,501343,hepatitis B immune globulin,21601262,26744
J06BB05,RABIES IMMUNOGLOBULIN,544509,"rabies immune globulin, (human) vaccine",21601263,830471
J06BB09,CYTOMEGALOVIRUS IMMUNOGLOBULIN,586491,cytotect,21601267,22178
J06BB16,PALIVIZUMAB,537647,palivizumab,21601274,194279
J07AG51,"HEMOPHILUS INFLUENZAE B, COMBINATIONS WITH TOXOIDS",529118,"Haemophilus influenzae b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",21601292,798279
J07AG51,"HEMOPHILUS INFLUENZAE B, COMBINATIONS WITH TOXOIDS",529218,Acellular Pertussis Vaccine,21601292,798302
J07AG51,"HEMOPHILUS INFLUENZAE B, COMBINATIONS WITH TOXOIDS",529303,Diphtheria Toxoid Vaccine,21601292,798304
J07AG51,"HEMOPHILUS INFLUENZAE B, COMBINATIONS WITH TOXOIDS",529411,Tetanus Toxoid Vaccine,21601292,798306
J07AG53,"HEMOPHILUS INFLUENZAE B, COMBOS W/MENING C, CONJ",530007,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,21601294,798444
J07AG53,"HEMOPHILUS INFLUENZAE B, COMBOS W/MENING C, CONJ",19056377,HAEMOPH B POLYSAC CONJ-MENING,21601294,236568
J07AH04,"MENINGOCOCCUS, TETRAVALENT PURIF POLYSAC ANTIGEN",509079,meningococcal group A polysaccharide,21601299,29501
J07AH04,"MENINGOCOCCUS, TETRAVALENT PURIF POLYSAC ANTIGEN",509081,meningococcal group C polysaccharide,21601299,29503
J07AH04,"MENINGOCOCCUS, TETRAVALENT PURIF POLYSAC ANTIGEN",514012,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,21601299,314724
J07AH04,"MENINGOCOCCUS, TETRAVALENT PURIF POLYSAC ANTIGEN",514015,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,21601299,314725
J07AH08,"MENINGOCOCCUS, TETRAVAL PURIF POLYSAC ANTIGEN CONJ",528271,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine,21601303,797629
J07AH08,"MENINGOCOCCUS, TETRAVAL PURIF POLYSAC ANTIGEN CONJ",528295,Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine,21601303,797631
J07AH08,"MENINGOCOCCUS, TETRAVAL PURIF POLYSAC ANTIGEN CONJ",528297,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,21601303,797633
J07AH08,"MENINGOCOCCUS, TETRAVAL PURIF POLYSAC ANTIGEN CONJ",528301,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine,21601303,797635
J07AJ51,"PERTUSSIS, INACT, WHOLE CELL, COMBOS W/TOXOIDS",529118,"Haemophilus influenzae b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",21601307,798279
J07AJ51,"PERTUSSIS, INACT, WHOLE CELL, COMBOS W/TOXOIDS",529218,Acellular Pertussis Vaccine,21601307,798302
J07AJ51,"PERTUSSIS, INACT, WHOLE CELL, COMBOS W/TOXOIDS",529303,Diphtheria Toxoid Vaccine,21601307,798304
J07AJ51,"PERTUSSIS, INACT, WHOLE CELL, COMBOS W/TOXOIDS",529411,Tetanus Toxoid Vaccine,21601307,798306
J07AJ51,"PERTUSSIS, INACT, WHOLE CELL, COMBOS W/TOXOIDS",551943,"Pertussis, acellular",21601307,214755
J07AJ52,"PERTUSSIS, PURIFIED ANTIGEN, COMBOS WITH TOXOIDS",529118,"Haemophilus influenzae b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",21601308,798279
J07AJ52,"PERTUSSIS, PURIFIED ANTIGEN, COMBOS WITH TOXOIDS",529218,Acellular Pertussis Vaccine,21601308,798302
J07AJ52,"PERTUSSIS, PURIFIED ANTIGEN, COMBOS WITH TOXOIDS",529303,Diphtheria Toxoid Vaccine,21601308,798304
J07AJ52,"PERTUSSIS, PURIFIED ANTIGEN, COMBOS WITH TOXOIDS",529411,Tetanus Toxoid Vaccine,21601308,798306
J07AJ52,"PERTUSSIS, PURIFIED ANTIGEN, COMBOS WITH TOXOIDS",551943,"Pertussis, acellular",21601308,214755
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",528986,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798220
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",528988,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798222
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",528990,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798224
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",529042,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798226
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",529044,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798228
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",529046,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798230
J07AL02,"PNEUMOCOCCUS, PURIF POLYSACCHARIDES ANTIGEN CONJ",529072,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine,21601313,798232
J07AM01,TETANUS TOXOID,529411,Tetanus Toxoid Vaccine,21601316,798306
J07AM51,"TETANUS TOXOID, COMBINATIONS W/DIPHTHERIA TOXOID",529303,Diphtheria Toxoid Vaccine,21601317,798304
J07AM51,"TETANUS TOXOID, COMBINATIONS W/DIPHTHERIA TOXOID",529411,Tetanus Toxoid Vaccine,21601317,798306
J07AP03,"TYPHOID, PURIFIED POLYSACCHARIDE ANTIGEN",532881,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",21601324,807219
J07AX,OTHER BACTERIAL VACCINES,551463,Lyme Disease Vaccine,21601328,214177
J07BC01,"HEPATITIS B, PURIFIED ANTIGEN",501488,Hepatitis B Vaccine,21601338,26746
J07BC01,"HEPATITIS B, PURIFIED ANTIGEN",528323,Hepatitis B Surface Antigen Vaccine,21601338,797752
J07BC01,"HEPATITIS B, PURIFIED ANTIGEN",19030114,"Hepatitis B Surface Antigen (Australia antigen) MSD, Vaccine",21601338,798456
J07BC02,"HEPATITIS A, INACTIVATED, WHOLE VIRUS",596876,"Hepatitis A Vaccine, Inactivated",21601339,253174
J07BC20,COMBINATIONS,501488,Hepatitis B Vaccine,21601340,26746
J07BC20,COMBINATIONS,596876,"Hepatitis A Vaccine, Inactivated",21601340,253174
J07BG01,"RABIES, INACTIVATED, WHOLE VIRUS",544505,rabies virus vaccine wistar strain PM-1503-3M (Human),21601354,830464
J07BH01,"ROTA VIRUS, LIVE ATTENUATED",19032599,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain",21601356,805573
J07BM01,"PAPILLOMAVIRUS (HUMAN TYPES 6,11,16,18)",529076,"L1 protein, Human papillomavirus type 11 Vaccine",21601367,798262
J07BM01,"PAPILLOMAVIRUS (HUMAN TYPES 6,11,16,18)",529112,"L1 protein, Human papillomavirus type 16 Vaccine",21601367,798264
J07BM01,"PAPILLOMAVIRUS (HUMAN TYPES 6,11,16,18)",529114,"L1 protein, Human papillomavirus type 18 Vaccine",21601367,798266
J07BM01,"PAPILLOMAVIRUS (HUMAN TYPES 6,11,16,18)",529116,"L1 protein, Human papillomavirus type 6 Vaccine",21601367,798268
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,529118,"Haemophilus influenzae b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",21601377,798279
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,529218,Acellular Pertussis Vaccine,21601377,798302
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,529303,Diphtheria Toxoid Vaccine,21601377,798304
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,529411,Tetanus Toxoid Vaccine,21601377,798306
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,19031464,"Inactivated Polioviruses Type 1, Mahoney strain vaccine",21601377,801830
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,19031466,"Inactivated Polioviruses Type 2, MEF-1 strain vaccine",21601377,801832
J07CA06,DIPHTHERIA-HEMOPH INFLUENZAE B-PERTUSSIS-POLIO-TET,19031468,"Inactivated Polioviruses Type 3, Saukett strain vaccine",21601377,801834
L01AA01,CYCLOPHOSPHAMIDE,1310317,Cyclophosphamide,21601390,3002
L01AA02,CHLORAMBUCIL,1390051,Chlorambucil,21601391,2346
L01AA03,MELPHALAN,1301267,Melphalan,21601392,6718
L01AA05,CHLORMETHINE,1394337,Mechlorethamine,21601393,6674
L01AA06,IFOSFAMIDE,1354698,Mesna,21601394,44
L01AA06,IFOSFAMIDE,19078187,Ifosfamide,21601394,5657
L01AA09,BENDAMUSTINE,19015523,bendamustine,21601397,134547
L01AB01,BUSULFAN,1333357,Busulfan,21601399,1828
L01AC01,THIOTEPA,19137385,Thiotepa,21601403,10473
L01AD01,CARMUSTINE,1350066,Carmustine,21601407,2105
L01AD02,LOMUSTINE,1391846,Lomustine,21601408,6466
L01AD04,STREPTOZOCIN,19136210,Streptozocin,21601410,10114
L01AX02,PIPOBROMAN,19046625,Pipobroman,21601418,8347
L01AX03,TEMOZOLOMIDE,1341149,temozolomide,21601419,37776
L01AX04,DACARBAZINE,1311409,Dacarbazine,21601420,3098
L01BA01,METHOTREXATE,1305058,Methotrexate,21601423,6851
L01BA04,PEMETREXED,1304919,pemetrexed,21601425,68446
L01BB02,MERCAPTOPURINE,1436650,6-Mercaptopurine,21601428,103
L01BB03,TIOGUANINE,1437379,Thioguanine,21601429,10485
L01BB04,CLADRIBINE,19054825,Cladribine,21601430,44157
L01BB05,FLUDARABINE,1395557,fludarabine,21601431,24698
L01BB06,CLOFARABINE,19054821,clofarabine,21601432,44151
L01BB07,NELARABINE,19002912,nelarabine,21601433,274771
L01BC,PYRIMIDINE ANALOGUES,1355509,Floxuridine,21601434,4488
L01BC01,CYTARABINE,1311078,Cytarabine,21601435,3041
L01BC01,CYTARABINE,19041067,cytarabine liposomal,21601435,81932
L01BC02,FLUOROURACIL,955632,Fluorouracil,21601436,4492
L01BC05,GEMCITABINE,1314924,gemcitabine,21601439,12574
L01BC06,CAPECITABINE,1337620,capecitabine,21601440,194000
L01BC07,AZACITABINE,1314865,Azacitidine,21601441,1251
L01BC08,DECITABINE,19024728,decitabine,21601442,15657
L01CA01,VINBLASTINE,19008264,Vinblastine,21601447,11198
L01CA02,VINCRISTINE,1308290,Vincristine,21601448,11202
L01CA04,VINORELBINE,1343346,vinorelbine,21601450,39541
C03AA01,BENDROFLUMETHIAZIDE,1316354,Bendroflumethiazide,21601464,1369
C03AA02,HYDROFLUMETHIAZIDE,1376289,Hydroflumethiazide,21601465,5495
C03AA03,HYDROCHLOROTHIAZIDE,974166,Hydrochlorothiazide,21601466,5487
C03AA04,CHLOROTHIAZIDE,992590,Chlorothiazide,21601467,2396
C03AA05,POLYTHIAZIDE,948787,Polythiazide,21601468,8565
C03AA06,TRICHLORMETHIAZIDE,904639,Trichlormethiazide,21601469,10772
C03AA08,METHYCLOTHIAZIDE,905273,Methyclothiazide,21601471,6860
C03AA09,CYCLOTHIAZIDE,19082886,cyclothiazide,21601472,22033
C03BA04,CHLORTALIDONE,1395058,Chlorthalidone,21601493,2409
C03BA08,METOLAZONE,907013,Metolazone,21601496,6916
C03BA11,INDAPAMIDE,978555,Indapamide,21601499,5764
C03BB02,QUINETHAZONE AND POTASSIUM,19081320,quinethazone,21601504,59743
C03BD,XANTHINE DERIVATIVES,912362,Ammonium Chloride,21601511,712
C03BD,XANTHINE DERIVATIVES,1134439,Caffeine,21601511,1886
C03CA01,FUROSEMIDE,956874,Furosemide,21601518,4603
C03CA02,BUMETANIDE,932745,Bumetanide,21601519,1808
C03CA04,TORASEMIDE,942350,torsemide,21601521,38413
C03CC01,ETACRYNIC ACID,987406,Ethacrynate,21601526,62349
C03DA01,SPIRONOLACTONE,970250,Spironolactone,21601534,9997
C03DA04,EPLERENONE,1309799,eplerenone,21601537,298869
C03DB01,AMILORIDE,991382,Amiloride,21601539,644
C03DB02,TRIAMTERENE,904542,Triamterene,21601540,10763
C03EA01,HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS,904542,Triamterene,21601543,10763
C03EA01,HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS,970250,Spironolactone,21601543,9997
C03EA01,HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS,974166,Hydrochlorothiazide,21601543,5487
C03EA01,HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS,991382,Amiloride,21601543,644
C03XA01,TOLVAPTAN,19036797,tolvaptan,21601558,358257
C03XA02,CONIVAPTAN,19010927,conivaptan,21601559,302285
C04A,PERIPHERAL VASODILATORS,19095288,ethaverine,21601561,24464
C04AA01,ISOXSUPRINE,1384360,Isoxsuprine,21601563,6066
C04AA02,BUPHENINE,19022494,Nylidrin,21601564,7595
C04AB01,PHENTOLAMINE,1335539,Phentolamine,21601567,8153
C04AB02,TOLAZOLINE,19002829,Tolazoline,21601568,10634
C04AC01,NICOTINIC ACID,1517824,Niacin,21601570,7393
C04AC02,NICOTINYL ALCOHOL (PYRIDYLCARBINOL),19018823,Nicotinyl Alcohol,21601571,7414
C04AD03,PENTOXIFYLLINE,1331247,Pentoxifylline,21601577,8013
C04AE01,ERGOLOID MESYLATES,745268,"ergoloid mesylates, USP",21601580,4024
C04AX,OTHER PERIPHERAL VASODILATORS,19008269,Vincamine,21601587,11201
C04AX,OTHER PERIPHERAL VASODILATORS,19098505,GINKGO BILOBA LEAF,21601587,259265
C04AX01,CYCLANDELATE,1309323,Cyclandelate,21601588,2970
C04AX02,PHENOXYBENZAMINE,1335301,Phenoxybenzamine,21601589,8149
C04AX33,CILOSTAZOL,1350310,cilostazol,0,21107
C05AA01,HYDROCORTISONE,927478,pramoxine,21601608,34347
C05AA01,HYDROCORTISONE,957797,Psyllium,21601608,8928
C05AA01,HYDROCORTISONE,975125,Hydrocortisone,21601608,5492
C05AA01,HYDROCORTISONE,989878,Lidocaine,21601608,6387
C05AD01,LIDOCAINE,989878,Lidocaine,21601618,6387
C05AD03,BENZOCAINE,916802,Benzethonium,21601620,1390
C05AD03,BENZOCAINE,917006,Benzocaine,21601620,1399
C05AD04,CINCHOCAINE,923840,Dibucaine,21601621,3339
C05AD07,PRAMOCAINE,911064,Zinc Oxide,21601624,11423
C05AD07,PRAMOCAINE,927478,pramoxine,21601624,34347
C05AD07,PRAMOCAINE,961145,Glycerin,21601624,4910
C05AD07,PRAMOCAINE,1135766,Phenylephrine,21601624,8163
C05AX03,"OTHER PREPARATIONS, COMBINATIONS",959196,Witch Hazel,21601631,89821
C05AX03,"OTHER PREPARATIONS, COMBINATIONS",961145,Glycerin,21601631,4910
C05AX03,"OTHER PREPARATIONS, COMBINATIONS",1135766,Phenylephrine,21601631,8163
C05AX04,ZINC PREPARATIONS,911064,Zinc Oxide,21601632,11423
C05AX04,ZINC PREPARATIONS,1135766,Phenylephrine,21601632,8163
C05BA04,PENTOSAN POLYSULFATE SODIUM,924151,Pentosan Polysulfate,21601639,155046
C05BB01,MONOETHANOLAMINE OLEATE,19095285,ethanolamine oleate,21601643,24460
C05BB03,INVERT SUGAR,19003107,invert sugar,21601645,27712
C05BB04,SODIUM TETRADECYL SULFATE,19070012,Sodium Tetradecyl Sulfate,21601646,9913
C05BX,OTHER SCLEROSING AGENTS,19069904,Sodium Morrhuate,21601649,9892
C05CA,BIOFLAVONOIDS,19024669,Bioflavonoids,21601653,1562
C05CA01,RUTOSIDE,19063981,Rutin,21601654,9500
C05CA03,DIOSMIN,19029488,Diosmin,21601656,3489
C05CA53,"DIOSMIN, COMBINATIONS",19029488,Diosmin,21601660,3489
C05CA53,"DIOSMIN, COMBINATIONS",19068688,Hesperidin,21601660,5281
C07AA03,PINDOLOL,1345858,Pindolol,21601669,8332
C07AA05,PROPRANOLOL,1353766,Propranolol,21601670,8787
C07AA06,TIMOLOL,902427,Timolol,21601671,10600
C07AA07,SOTALOL,1370109,Sotalol,21601672,9947
C07AA12,NADOLOL,1313200,Nadolol,21601673,7226
C07AA15,CARTEOLOL,950370,Carteolol,21601675,2116
C07AA23,PENBUTOLOL,1327978,Penbutolol,21601679,7973
C07AB02,METOPROLOL,1307046,Metoprolol,21601684,6918
C07AB03,ATENOLOL,1314002,Atenolol,21601685,1202
C07AB04,ACEBUTOLOL,1319998,Acebutolol,21601686,149
C07AB05,BETAXOLOL,1322081,Betaxolol,21601687,1520
C07AB07,BISOPROLOL,1338005,Bisoprolol,21601689,19484
C07AB09,ESMOLOL,19063575,esmolol,21601691,49737
C07AB12,NEBIVOLOL,1314577,nebivolol,21601694,31555
C07AG01,LABETALOL,1386957,Labetalol,21601699,6185
C07AG02,CARVEDILOL,1346823,carvedilol,21601700,20352
C07BA06,TIMOLOL AND THIAZIDES,902427,Timolol,21601705,10600
C07BA06,TIMOLOL AND THIAZIDES,974166,Hydrochlorothiazide,21601705,5487
C07BA12,NADOLOL AND THIAZIDES,1313200,Nadolol,21601707,7226
C07BA12,NADOLOL AND THIAZIDES,1316354,Bendroflumethiazide,21601707,1369
C07BB02,METOPROLOL AND THIAZIDES,974166,Hydrochlorothiazide,21601710,5487
C07BB02,METOPROLOL AND THIAZIDES,1307046,Metoprolol,21601710,6918
C07BG01,LABETALOL AND THIAZIDES,974166,Hydrochlorothiazide,21601717,5487
C07BG01,LABETALOL AND THIAZIDES,1386957,Labetalol,21601717,6185
C07CB03,ATENOLOL AND OTHER DIURETICS,1314002,Atenolol,21601726,1202
C07CB03,ATENOLOL AND OTHER DIURETICS,1395058,Chlorthalidone,21601726,2409
C08CA,DIHYDROPYRIDINE DERIVATIVES,19089969,clevidipine,21601746,233603
C08CA01,AMLODIPINE,1332418,Amlodipine,21601747,17767
C08CA02,FELODIPINE,1353776,Felodipine,21601748,4316
C08CA03,ISRADIPINE,1326012,Isradipine,21601749,33910
C08CA04,NICARDIPINE,1318137,Nicardipine,21601750,7396
C08CA05,NIFEDIPINE,1318853,Nifedipine,21601751,7417
C08CA06,NIMODIPINE,1319133,Nimodipine,21601752,7426
C08CA07,NISOLDIPINE,1319880,Nisoldipine,21601753,7435
C08CX01,MIBEFRADIL,1345141,Mibefradil,21601764,83213
C08DA01,VERAPAMIL,1307863,Verapamil,21601767,11170
C08DB01,DILTIAZEM,1328165,Diltiazem,21601771,3443
C08EA02,BEPRIDIL,1319751,Bepridil,21601775,1436
C09AA01,CAPTOPRIL,1340128,Captopril,21601785,1998
C09AA02,ENALAPRIL,1341927,Enalapril,21601786,3827
C09AA02,ENALAPRIL,1342001,Enalaprilat,21601786,3829
C09AA03,LISINOPRIL,1308216,Lisinopril,21601787,29046
C09AA05,RAMIPRIL,1334456,Ramipril,21601789,35296
C09AA06,QUINAPRIL,1331235,quinapril,21601790,35208
C09AA07,BENAZEPRIL,1335471,benazepril,21601791,18867
C09AA10,TRANDOLAPRIL,1342439,trandolapril,21601794,38454
C09AA13,MOEXIPRIL,1310756,moexipril,21601797,30131
C09BA01,CAPTOPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601803,5487
C09BA01,CAPTOPRIL AND DIURETICS,1340128,Captopril,21601803,1998
C09BA02,ENALAPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601804,5487
C09BA02,ENALAPRIL AND DIURETICS,1341927,Enalapril,21601804,3827
C09BA03,LISINOPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601805,5487
C09BA03,LISINOPRIL AND DIURETICS,1308216,Lisinopril,21601805,29046
C09BA06,QUINAPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601808,5487
C09BA06,QUINAPRIL AND DIURETICS,1331235,quinapril,21601808,35208
C09BA07,BENAZEPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601809,5487
C09BA07,BENAZEPRIL AND DIURETICS,1335471,benazepril,21601809,18867
C09BA13,MOXEIPRIL AND DIURETICS,974166,Hydrochlorothiazide,21601813,5487
C09BA13,MOXEIPRIL AND DIURETICS,1310756,moexipril,21601813,30131
C09BB,ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS,1332418,Amlodipine,21601815,17767
C09BB,ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS,1335471,benazepril,21601815,18867
C09BB,ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS,1341927,Enalapril,21601815,3827
C09BB,ACE INHIBITORS AND CALCIUM CHANNEL BLOCKERS,1353776,Felodipine,21601815,4316
C09BB10,TRANDOLAPRIL AND VERAPAMIL,1307863,Verapamil,21601820,11170
C09BB10,TRANDOLAPRIL AND VERAPAMIL,1342439,trandolapril,21601820,38454
C09CA01,LOSARTAN,1367500,Losartan,21601824,52175
C09CA02,EPROSARTAN,1346686,eprosartan,21601825,83515
C09CA03,VALSARTAN,1308842,valsartan,21601826,69749
C09CA04,IRBESARTAN,1347384,irbesartan,21601827,83818
C09CA06,CANDESARTAN,1351557,candesartan,21601829,214354
C09CA07,TELMISARTAN,1317640,telmisartan,21601830,73494
C09CA08,OLMESARTAN MEDOXOMIL,1312742,Olmesartan medoxomil,21601831,118463
C09DA01,LOSARTAN AND DIURETICS,974166,Hydrochlorothiazide,21601834,5487
C09DA01,LOSARTAN AND DIURETICS,1367500,Losartan,21601834,52175
C09DA02,EPROSARTAN AND DIURETICS,974166,Hydrochlorothiazide,21601835,5487
C09DA02,EPROSARTAN AND DIURETICS,1346686,eprosartan,21601835,83515
C09DA03,VALSARTAN AND DIURETICS,974166,Hydrochlorothiazide,21601836,5487
