omop_cdm_table,omop_cdm_field,concept_id,concept_name,standard_concept
person,race_concept_id,4263311,Badagas,
person,race_concept_id,45771426,Bajau,
person,race_concept_id,45452880,Bangladeshi,
person,race_concept_id,4091018,Bangladeshi,
person,race_concept_id,4219735,Bantu,
person,race_concept_id,4240732,Barundi,
person,race_concept_id,4163527,Basques,
person,race_concept_id,4034654,Batutsi,
person,race_concept_id,4210302,Belgians,
person,race_concept_id,4102303,Bhutanese,
person,race_concept_id,45767090,Bidayuh,
person,race_concept_id,4201929,Black - ethnic group,
person,race_concept_id,45496299,Black - other African country,
person,race_concept_id,4091011,Black - other African country,
person,race_concept_id,45452879,Black - other Asian,
person,race_concept_id,4091012,Black - other Asian,
person,race_concept_id,4091013,"Black - other, mixed",
person,race_concept_id,45502955,"Black - other, mixed",
person,race_concept_id,4057568,Black African,
person,race_concept_id,45469811,Black African,
person,race_concept_id,4153158,Black African and White,
person,race_concept_id,45499627,Black African and White,
person,race_concept_id,4076901,Black Arab,
person,race_concept_id,45476450,Black Arab,
person,race_concept_id,45429648,Black Black - other,
person,race_concept_id,45462994,Black British,
person,race_concept_id,4090389,Black British,
person,race_concept_id,45496298,Black Caribbean,
person,race_concept_id,4087917,Black Caribbean,
person,race_concept_id,45522914,Black Caribbean,
person,race_concept_id,45456221,Black Caribbean and White,
person,race_concept_id,4151776,Black Caribbean and White,
person,race_concept_id,4152832,Black Caribbean/W.I./Guyana,
person,race_concept_id,45522913,Black Caribbean/W.I./Guyana,
person,race_concept_id,45436284,Black E Afric Asia/Indo-Caribb,
person,race_concept_id,45479787,Black East African Asian,
person,race_concept_id,4078123,Black East African Asian,
person,race_concept_id,4151577,Black East African Asian/Indo-Caribbean,
person,race_concept_id,4205380,Black Guyana,
person,race_concept_id,45446238,Black Guyana,
person,race_concept_id,45512960,Black Indian sub-continent,
person,race_concept_id,4085483,Black Indian sub-continent,
person,race_concept_id,45462995,Black Indo-Caribbean,
person,race_concept_id,4078124,Black Indo-Caribbean,
person,race_concept_id,45456219,Black Iranian,
person,race_concept_id,4077358,Black Iranian,
person,race_concept_id,4305595,Black Jews,
person,race_concept_id,45519603,Black N African/Arab/Iranian,
person,race_concept_id,4151576,Black N African/Arab/Iranian,
person,race_concept_id,45429647,Black North African,
person,race_concept_id,4078122,Black North African,
person,race_concept_id,4203120,Black West Indian,
person,race_concept_id,45429646,Black West Indian,
person,race_concept_id,4211480,"Black, not of hispanic origin",
person,race_concept_id,45516366,"Black, other, non-mixed origin",
person,race_concept_id,4091010,"Black, other, non-mixed origin",
person,race_concept_id,4277901,Blackfeet,
person,race_concept_id,4139924,Bloods,
person,race_concept_id,4169399,Bogobos,
person,race_concept_id,4301306,Bororo,
person,race_concept_id,4218447,Brazilian Indians,
person,race_concept_id,45436285,Brit. ethnic minor. spec.(NMO),
person,race_concept_id,45439570,Brit. ethnic minor. unsp (NMO),
person,race_concept_id,4090390,British ethnic minority specified,
person,race_concept_id,4091019,British ethnic minority unspecified,
person,race_concept_id,4264197,Bruneians,
person,race_concept_id,4167621,Bulgarian,
person,race_concept_id,45479793,Bulgarian,
person,race_concept_id,1397910,Bulgarian Roma,
person,race_concept_id,37394642,Bulgarian Roma,
person,race_concept_id,36717066,Bulgarian Roma,
person,race_concept_id,4221071,Buriats,
person,race_concept_id,4309789,Bushmen,
person,race_concept_id,4249154,Caingang,
person,race_concept_id,37116650,Canadian,
person,race_concept_id,4151578,Caribbean I./W.I./Guyana,
person,race_concept_id,45479788,Caribbean I./W.I./Guyana (NMO),
person,race_concept_id,4077359,Caribbean Island,
person,race_concept_id,45479789,Caribbean Island (NMO),
person,race_concept_id,4216433,Caroline Islanders,
person,race_concept_id,4030411,Caucasian,
person,race_concept_id,4185154,Caucasian,
person,race_concept_id,4185155,"Caucasian, not of hispanic origin",
person,race_concept_id,4211849,Chenchu,
person,race_concept_id,4144377,Chinese,
person,race_concept_id,45419859,Chinese,
person,race_concept_id,45476453,Chinese,
person,race_concept_id,4215810,Chippewa,
person,race_concept_id,4270899,Choco,
person,race_concept_id,4178142,Congolese,
person,race_concept_id,4087928,Cook Island Maori,
person,race_concept_id,45522915,Cook Island Maori,
person,race_concept_id,4012612,Coushatta,
person,race_concept_id,4182121,Cuna,
person,race_concept_id,44803061,Czech,
person,race_concept_id,45473117,Czech,
person,race_concept_id,4102622,Czech,
person,race_concept_id,37394638,Czech Roma,
person,race_concept_id,1397642,Czech Roma,
person,race_concept_id,36713937,Czech Roma,
person,race_concept_id,4031845,Danes,
person,race_concept_id,4185580,Dieguenos,
person,race_concept_id,4317261,Dutch,
person,race_concept_id,4137597,Dyaks,
person,race_concept_id,4148888,E Afric Asian/Indo-Carib,
person,race_concept_id,45439571,E Afric Asian/Indo-Carib (NMO),
person,race_concept_id,4077381,East African Asian,
person,race_concept_id,45516367,East African Asian (NMO),
person,race_concept_id,4103076,Easter Islanders,
person,race_concept_id,4000051,Egyptians,
person,race_concept_id,4247162,Ellice Islanders,
person,race_concept_id,4093769,English,
person,race_concept_id,4309952,Eskimo,
person,race_concept_id,4090368,Estonians,
person,race_concept_id,759814,Ethnic category unknown,
person,race_concept_id,4155301,Ethnic group,
person,race_concept_id,4273145,Ethnic groups (1991 census),
person,race_concept_id,4212990,European,
person,race_concept_id,4002414,Ewe,
person,race_concept_id,4321400,Fijian,
person,race_concept_id,45479791,Fijian,
person,race_concept_id,4296018,Filipinos,
person,race_concept_id,4005076,Finns,
person,race_concept_id,4027841,Flathead,
person,race_concept_id,4024294,French,
person,race_concept_id,4292111,Fulani,
person,race_concept_id,4236027,Gambians,
person,race_concept_id,4138072,Georgians,
person,race_concept_id,4297319,Germans,
person,race_concept_id,4292272,Ghanaians,
person,race_concept_id,4233496,Ghashgai,
person,race_concept_id,4171181,Gilbertese,
person,race_concept_id,4076904,Greek,
person,race_concept_id,45423089,Greek (NMO),
person,race_concept_id,4077361,Greek Cypriot,
person,race_concept_id,45436287,Greek Cypriot (NMO),
person,race_concept_id,4152834,Greek/Greek Cypriot,
person,race_concept_id,45462996,Greek/Greek Cypriot (NMO),
person,race_concept_id,4032635,Greeks,
person,race_concept_id,4012103,Guamians,
person,race_concept_id,4077360,Guyana,
person,race_concept_id,45442862,Guyana (NMO),
person,race_concept_id,4221073,Gypsies,
person,race_concept_id,4065367,Hawaiians,
person,race_concept_id,4188159,Hispanic,
person,race_concept_id,4190391,"Hispanic, black",
person,race_concept_id,4188161,"Hispanic, color unknown",
person,race_concept_id,4190392,"Hispanic, white",
person,race_concept_id,4218288,Hobe,
person,race_concept_id,4198993,Hottentot,
person,race_concept_id,4279480,Huasteco,
person,race_concept_id,4297991,Huichol,
person,race_concept_id,4273384,Hungarian,
person,race_concept_id,1398020,Hungarian Roma,
person,race_concept_id,37394639,Hungarian Roma,
person,race_concept_id,36713940,Hungarian Roma,
person,race_concept_id,4098866,Hututu,
person,race_concept_id,45767091,Iban,
person,race_concept_id,4245024,Ibo,
person,race_concept_id,4248713,Icelanders,
person,race_concept_id,4210186,Inca,
person,race_concept_id,4091016,Indian,
person,race_concept_id,45483083,Indian,
person,race_concept_id,45446239,Indian,
person,race_concept_id,4185920,Indian,
person,race_concept_id,4090392,Indian sub-continent,
person,race_concept_id,45476451,Indian sub-continent (NMO),
person,race_concept_id,4276043,Indians,
person,race_concept_id,4076903,Indo-Caribbean,
person,race_concept_id,45436286,Indo-Caribbean (NMO),
person,race_concept_id,4318647,Indonesians,
person,race_concept_id,4289159,Irani,
person,race_concept_id,4078125,Iranian,
person,race_concept_id,45496301,Iranian (NMO),
person,race_concept_id,4100470,Iraqi,
person,race_concept_id,4090393,Irish,
person,race_concept_id,45419861,Irish (NMO),
person,race_concept_id,45512963,Irish traveller,
person,race_concept_id,4201938,Irish traveller,
person,race_concept_id,4221856,Irula,
person,race_concept_id,4135806,Italians,
person,race_concept_id,4185935,Japanese,
person,race_concept_id,4068834,Javanese,
person,race_concept_id,45771425,Kadazan,
person,race_concept_id,4048709,Kapingas,
person,race_concept_id,4036536,Kenyans,
person,race_concept_id,4218957,Kikuyu,
person,race_concept_id,4180571,Kirghiz,
person,race_concept_id,4243164,Koreans,
person,race_concept_id,4298426,Kwakiutl,
person,race_concept_id,4326740,Labradors,
person,race_concept_id,4069284,Lacandon,
person,race_concept_id,4282477,Lapps,
person,race_concept_id,4240299,Liberians,
person,race_concept_id,4308897,Luo,
person,race_concept_id,4071025,Madagascans,
person,race_concept_id,4028336,Malays,
person,race_concept_id,4249883,Maori,
person,race_concept_id,4327656,Mapuche,
person,race_concept_id,4180729,Marathas,
person,race_concept_id,4245756,Marshallese,
person,race_concept_id,4269942,Maya,
person,race_concept_id,45767088,Melanau,
person,race_concept_id,4189474,Melanesian,
person,race_concept_id,4053172,Melanesians,
person,race_concept_id,4250319,Melanuans,
person,race_concept_id,4186453,Mexican Indians,
person,race_concept_id,4283895,Micronesians,
person,race_concept_id,4196429,Mixed ethnic census group,
person,race_concept_id,4212311,Mixed racial group,
person,race_concept_id,4087322,Mongol,
person,race_concept_id,4165388,Mozambiquans,
person,race_concept_id,4283366,Msutu,
person,race_concept_id,45767089,Murut,
person,race_concept_id,4152833,N African Arab/Iranian,
person,race_concept_id,45419860,N African Arab/Iranian (NMO),
person,race_concept_id,4217600,Naiars,
person,race_concept_id,4186402,National surgical quality improvement program defined race unknown,
person,race_concept_id,4212088,Navaho,
person,race_concept_id,44803976,Nepali,
person,race_concept_id,45459567,Nepali,
person,race_concept_id,4237214,New Britons,
person,race_concept_id,4145762,New Caledonians,
person,race_concept_id,4273538,New Hebrideans,
person,race_concept_id,4090521,New Zealand European,
person,race_concept_id,45486422,New Zealand European,
person,race_concept_id,45496302,New Zealand Maori,
person,race_concept_id,4091022,New Zealand Maori,
person,race_concept_id,45499628,New Zealand ethnic group NOS,
person,race_concept_id,4087926,New Zealand ethnic groups,
person,race_concept_id,45442863,New Zealand ethnic groups,
person,race_concept_id,4337671,Nez Percé,
person,race_concept_id,4229603,Nigerians,
person,race_concept_id,4085489,Niuean,
person,race_concept_id,45509567,Niuean,
person,race_concept_id,9178,Non-white,
person,race_concept_id,4077346,North African Arab,
person,race_concept_id,45449500,North African Arab (NMO),
person,race_concept_id,4063377,Norwegians,
person,race_concept_id,4085322,Oceanian,
person,race_concept_id,4017926,Onge,
person,race_concept_id,45767087,Orang asli,
person,race_concept_id,4235464,Oraons,
person,race_concept_id,4189785,Oriental,
person,race_concept_id,4199011,Oriental Jews,
person,race_concept_id,4090391,Other African countries,
person,race_concept_id,45469812,Other African countries (NMO),
person,race_concept_id,4087922,Other Asian,
person,race_concept_id,45473116,Other Asian,
person,race_concept_id,45466387,Other Asian (NMO),
person,race_concept_id,45512962,Other Asian ethnic group,
person,race_concept_id,4199940,Other Asian ethnic group,
person,race_concept_id,45496300,Other Black - Black/Asian orig,
person,race_concept_id,4087920,Other Black - Black/Asian orig,
person,race_concept_id,45506204,Other Black - Black/White orig,
person,race_concept_id,4087919,Other Black - Black/White orig,
person,race_concept_id,4090516,Other European,
person,race_concept_id,45459564,Other European (NMO),
person,race_concept_id,4085488,Other European in New Zealand,
person,race_concept_id,45506206,Other European in New Zealand,
person,race_concept_id,45442864,Other New Zealand ethnic group,
person,race_concept_id,45502956,Other Pacific ethnic group,
person,race_concept_id,8522,Other Race,
person,race_concept_id,45462997,Other black ethnic group,
person,race_concept_id,4202555,Other black ethnic group,
person,race_concept_id,45449501,Other ethnic NEC (NMO),
person,race_concept_id,45483082,Other ethnic group,
person,race_concept_id,4087921,Other ethnic non-mixed,
person,race_concept_id,45466386,Other ethnic non-mixed (NMO),
person,race_concept_id,45459565,"Other ethnic, Asian/White orig",
person,race_concept_id,4091021,"Other ethnic, Asian/White origin",
person,race_concept_id,45429649,"Other ethnic, Black/White orig",
person,race_concept_id,4085487,"Other ethnic, Black/White origin",
person,race_concept_id,4091020,"Other ethnic, mixed origin",
person,race_concept_id,45456220,"Other ethnic, mixed origin",
person,race_concept_id,45423090,"Other ethnic, mixed white orig",
person,race_concept_id,4087924,"Other ethnic, mixed white origin",
person,race_concept_id,45506205,"Other ethnic, other mixed orig",
person,race_concept_id,4090518,"Other ethnic, other mixed origin",
person,race_concept_id,45436283,Other white British ethnic group,
person,race_concept_id,4268433,Other white British ethnic group,
person,race_concept_id,45459563,Other white ethnic group,
person,race_concept_id,4099457,Paez,
person,race_concept_id,45492990,Pakeha,
person,race_concept_id,45512961,Pakistani,
person,race_concept_id,4091017,Pakistani,
person,race_concept_id,4216519,Pakistani,
person,race_concept_id,4234343,Palauans,
person,race_concept_id,4073535,Papuans,
person,race_concept_id,4217467,Pehuenches,
person,race_concept_id,4102599,Poles,
person,race_concept_id,1397643,Polish Roma,
person,race_concept_id,37394640,Polish Roma,
person,race_concept_id,36713941,Polish Roma,
person,race_concept_id,4053167,Polynesians,
person,race_concept_id,4213463,Portuguese,
person,race_concept_id,45469813,Portuguese,
person,race_concept_id,4140692,Pueblo,
person,race_concept_id,45767086,Punjabi,
person,race_concept_id,4323551,Pygmies,
person,race_concept_id,4194076,Quechua,
person,race_concept_id,45528619,RACE AFRICAN,
person,race_concept_id,45529590,RACE ASIAN,
person,race_concept_id,45526661,RACE WEST INDIAN,
person,race_concept_id,45532670,RACE WHITE,
person,race_concept_id,45428285,RACE: Afro-caribbean,
person,race_concept_id,45501542,RACE: Afro-caucasian,
person,race_concept_id,45451482,RACE: Arab,
person,race_concept_id,45458163,RACE: Bangladeshi,
person,race_concept_id,45514934,RACE: Caucasian,
person,race_concept_id,45421717,RACE: Chinese,
person,race_concept_id,45441530,RACE: Japanese,
person,race_concept_id,45504866,RACE: Korean,
person,race_concept_id,45501541,RACE: Mixed,
person,race_concept_id,45518249,RACE: Not stated,
person,race_concept_id,45421718,RACE: Oriental,
person,race_concept_id,45511540,RACE: Pakistani,
person,race_concept_id,45431577,RACE: Unknown,
person,race_concept_id,45511539,RACE: West indian,
person,race_concept_id,45478359,RACE: White,
person,race_concept_id,4190758,Race not stated,
person,race_concept_id,4051279,Race: West indian,
person,race_concept_id,4216292,Racial group,
person,race_concept_id,36717683,Roma,
person,race_concept_id,1397856,Roma ethnic group,
person,race_concept_id,37398747,Roma ethnic group,
person,race_concept_id,40483304,Romanian,
person,race_concept_id,45439572,Romanian,
person,race_concept_id,37394641,Romanian Roma,
person,race_concept_id,36713938,Romanian Roma,
person,race_concept_id,1397881,Romanian Roma,
person,race_concept_id,4309511,Russians,
person,race_concept_id,4077735,Saipanese,
person,race_concept_id,45516368,Samoan,
person,race_concept_id,4313587,Samoan,
person,race_concept_id,42536269,Scandinavian,
person,race_concept_id,4170372,Seminole,
person,race_concept_id,4244365,Senegalese,
person,race_concept_id,4198417,Senoi,
person,race_concept_id,4201594,Serbs,
person,race_concept_id,4219475,Shona,
person,race_concept_id,4317523,Shoshone,
person,race_concept_id,4103243,Siamese,
person,race_concept_id,45483084,Slovak,
person,race_concept_id,4267217,Slovak,
person,race_concept_id,44813053,Slovak,
person,race_concept_id,1397882,Slovak Roma,
person,race_concept_id,37394635,Slovak Roma,
person,race_concept_id,36713939,Slovak Roma,
person,race_concept_id,4167520,Solomon Islanders,
person,race_concept_id,4263713,Somalis,
person,race_concept_id,4030302,South Asian AND/OR Australian aborigine,
person,race_concept_id,4095109,South Asian Aborigine,
person,race_concept_id,4087930,South East Asian,
person,race_concept_id,45479792,South East Asian,
person,race_concept_id,4152781,Spaniards,
person,race_concept_id,4229453,Sudanese,
person,race_concept_id,4216818,Swedes,
person,race_concept_id,4297790,Swiss,
person,race_concept_id,4241969,Syrians,
person,race_concept_id,4270900,Taiwanese,
person,race_concept_id,4053816,Tamils,
person,race_concept_id,4028346,Tanganyikans,
person,race_concept_id,4235433,Tatars,
person,race_concept_id,4308112,Thais,
person,race_concept_id,4192497,Toba,
person,race_concept_id,4216036,Todas,
person,race_concept_id,45449503,Tokelauan,
person,race_concept_id,4091023,Tokelauan,
person,race_concept_id,4304542,Tongan,
person,race_concept_id,45459566,Tongan,
person,race_concept_id,45432962,Traveller - gypsy,
person,race_concept_id,4097690,Tristan da Cunhans,
person,race_concept_id,4141462,Trukese,
person,race_concept_id,4076905,Turkish,
person,race_concept_id,45419862,Turkish (NMO),
person,race_concept_id,4078126,Turkish Cypriot,
person,race_concept_id,45479790,Turkish Cypriot (NMO),
person,race_concept_id,4155521,Turkish/Turkish Cypriot,
person,race_concept_id,45509566,Turkish/Turkish Cypriot (NMO),
person,race_concept_id,4195322,Turks,
person,race_concept_id,4030735,Tutsi,
person,race_concept_id,4296606,Ugandans,
person,race_concept_id,37116384,Ukrainian,
person,race_concept_id,8552,Unknown,
person,race_concept_id,4218674,Unknown racial group,
person,race_concept_id,4148384,Utes,
person,race_concept_id,4269914,Venezuelan Indians,
person,race_concept_id,45489704,Vietnamese,
person,race_concept_id,4210116,Vietnamese,
person,race_concept_id,4033391,Welsh,
person,race_concept_id,4216026,West Africans,
person,race_concept_id,4076902,West Indian,
person,race_concept_id,45446240,West Indian (NMO),
person,race_concept_id,45442861,White,
person,race_concept_id,4090388,White - ethnic group,
person,race_concept_id,45519602,White British,
person,race_concept_id,4196428,White British,
person,race_concept_id,4201928,White Irish,
person,race_concept_id,45479786,White Irish,
person,race_concept_id,4268432,White Scottish,
person,race_concept_id,45462993,White Scottish,
person,race_concept_id,4092681,Xavante,
person,race_concept_id,4214735,Xosa,
person,race_concept_id,4295144,Yanomama,
person,race_concept_id,4170060,Yapese,
person,race_concept_id,44791722,Yemeni,
person,race_concept_id,45456222,Yemeni,
person,race_concept_id,4296997,Zulu,
procedure_occurrence,procedure_type_concept_id,45756909,Carrier claim detail - 10th position,S
procedure_occurrence,procedure_type_concept_id,45756910,Carrier claim detail - 11th position,S
procedure_occurrence,procedure_type_concept_id,45756911,Carrier claim detail - 12th position,S
procedure_occurrence,procedure_type_concept_id,45756912,Carrier claim detail - 13th position,S
procedure_occurrence,procedure_type_concept_id,45756900,Carrier claim detail - 1st position,S
procedure_occurrence,procedure_type_concept_id,45756901,Carrier claim detail - 2nd position,S
procedure_occurrence,procedure_type_concept_id,45756902,Carrier claim detail - 3rd position,S
procedure_occurrence,procedure_type_concept_id,45756903,Carrier claim detail - 4th position,S
procedure_occurrence,procedure_type_concept_id,45756904,Carrier claim detail - 5th position,S
procedure_occurrence,procedure_type_concept_id,45756905,Carrier claim detail - 6th position,S
procedure_occurrence,procedure_type_concept_id,45756906,Carrier claim detail - 7th position,S
procedure_occurrence,procedure_type_concept_id,45756907,Carrier claim detail - 8th position,S
procedure_occurrence,procedure_type_concept_id,45756908,Carrier claim detail - 9th position,S
procedure_occurrence,procedure_type_concept_id,42865906,Condition Procedure,S
procedure_occurrence,procedure_type_concept_id,38000275,EHR order list entry,S
procedure_occurrence,procedure_type_concept_id,42865905,Facility header,S
procedure_occurrence,procedure_type_concept_id,257,Hospitalization Cost Record,S
procedure_occurrence,procedure_type_concept_id,38000249,Inpatient detail - 1st position,S
procedure_occurrence,procedure_type_concept_id,38000248,Inpatient detail - primary position,S
procedure_occurrence,procedure_type_concept_id,38000260,Inpatient header - 10th position,S
procedure_occurrence,procedure_type_concept_id,38000261,Inpatient header - 11th position,S
procedure_occurrence,procedure_type_concept_id,38000262,Inpatient header - 12th position,S
procedure_occurrence,procedure_type_concept_id,38000263,Inpatient header - 13th position,S
procedure_occurrence,procedure_type_concept_id,38000264,Inpatient header - 14th position,S
procedure_occurrence,procedure_type_concept_id,38000265,Inpatient header - 15th position,S
procedure_occurrence,procedure_type_concept_id,38000251,Inpatient header - 1st position,S
procedure_occurrence,procedure_type_concept_id,38000252,Inpatient header - 2nd position,S
procedure_occurrence,procedure_type_concept_id,38000253,Inpatient header - 3rd position,S
procedure_occurrence,procedure_type_concept_id,38000254,Inpatient header - 4th position,S
procedure_occurrence,procedure_type_concept_id,38000255,Inpatient header - 5th position,S
procedure_occurrence,procedure_type_concept_id,38000256,Inpatient header - 6th position,S
procedure_occurrence,procedure_type_concept_id,38000257,Inpatient header - 7th position,S
procedure_occurrence,procedure_type_concept_id,38000258,Inpatient header - 8th position,S
procedure_occurrence,procedure_type_concept_id,38000259,Inpatient header - 9th position,S
procedure_occurrence,procedure_type_concept_id,38000250,Inpatient header - primary position,S
procedure_occurrence,procedure_type_concept_id,45756864,Outpatient detail - 10th position,S
procedure_occurrence,procedure_type_concept_id,45756865,Outpatient detail - 11th position,S
procedure_occurrence,procedure_type_concept_id,45756866,Outpatient detail - 12th position,S
procedure_occurrence,procedure_type_concept_id,45756867,Outpatient detail - 13th position,S
procedure_occurrence,procedure_type_concept_id,45756868,Outpatient detail - 14th position,S
procedure_occurrence,procedure_type_concept_id,45756869,Outpatient detail - 15th position,S
procedure_occurrence,procedure_type_concept_id,45756870,Outpatient detail - 16th position,S
procedure_occurrence,procedure_type_concept_id,45756871,Outpatient detail - 17th position,S
procedure_occurrence,procedure_type_concept_id,45756872,Outpatient detail - 18th position,S
procedure_occurrence,procedure_type_concept_id,45756873,Outpatient detail - 19th position,S
procedure_occurrence,procedure_type_concept_id,38000267,Outpatient detail - 1st position,S
procedure_occurrence,procedure_type_concept_id,45756874,Outpatient detail - 20th position,S
procedure_occurrence,procedure_type_concept_id,45756875,Outpatient detail - 21th position,S
procedure_occurrence,procedure_type_concept_id,45756876,Outpatient detail - 22th position,S
procedure_occurrence,procedure_type_concept_id,45756877,Outpatient detail - 23th position,S
procedure_occurrence,procedure_type_concept_id,45756878,Outpatient detail - 24th position,S
procedure_occurrence,procedure_type_concept_id,45756879,Outpatient detail - 25th position,S
procedure_occurrence,procedure_type_concept_id,45756880,Outpatient detail - 26th position,S
procedure_occurrence,procedure_type_concept_id,45756881,Outpatient detail - 27th position,S
procedure_occurrence,procedure_type_concept_id,45756882,Outpatient detail - 28th position,S
procedure_occurrence,procedure_type_concept_id,45756883,Outpatient detail - 29th position,S
procedure_occurrence,procedure_type_concept_id,45756856,Outpatient detail - 2nd position,S
procedure_occurrence,procedure_type_concept_id,45756884,Outpatient detail - 30th position,S
procedure_occurrence,procedure_type_concept_id,45756885,Outpatient detail - 31th position,S
procedure_occurrence,procedure_type_concept_id,45756886,Outpatient detail - 32th position,S
procedure_occurrence,procedure_type_concept_id,45756887,Outpatient detail - 33th position,S
procedure_occurrence,procedure_type_concept_id,45756888,Outpatient detail - 34th position,S
procedure_occurrence,procedure_type_concept_id,45756889,Outpatient detail - 35th position,S
procedure_occurrence,procedure_type_concept_id,45756890,Outpatient detail - 36th position,S
procedure_occurrence,procedure_type_concept_id,45756891,Outpatient detail - 37th position,S
procedure_occurrence,procedure_type_concept_id,45756892,Outpatient detail - 38th position,S
procedure_occurrence,procedure_type_concept_id,45756893,Outpatient detail - 39th position,S
procedure_occurrence,procedure_type_concept_id,45756857,Outpatient detail - 3rd position,S
procedure_occurrence,procedure_type_concept_id,45756894,Outpatient detail - 40th position,S
procedure_occurrence,procedure_type_concept_id,45756895,Outpatient detail - 41th position,S
procedure_occurrence,procedure_type_concept_id,45756896,Outpatient detail - 42th position,S
procedure_occurrence,procedure_type_concept_id,45756897,Outpatient detail - 43th position,S
procedure_occurrence,procedure_type_concept_id,45756898,Outpatient detail - 44th position,S
procedure_occurrence,procedure_type_concept_id,45756899,Outpatient detail - 45th position,S
procedure_occurrence,procedure_type_concept_id,45756858,Outpatient detail - 4th position,S
procedure_occurrence,procedure_type_concept_id,45756859,Outpatient detail - 5th position,S
procedure_occurrence,procedure_type_concept_id,45756860,Outpatient detail - 6th position,S
procedure_occurrence,procedure_type_concept_id,45756861,Outpatient detail - 7th position,S
procedure_occurrence,procedure_type_concept_id,45756862,Outpatient detail - 8th position,S
procedure_occurrence,procedure_type_concept_id,45756863,Outpatient detail - 9th position,S
procedure_occurrence,procedure_type_concept_id,38000266,Outpatient detail - primary position,S
procedure_occurrence,procedure_type_concept_id,38000269,Outpatient header - 1st position,S
procedure_occurrence,procedure_type_concept_id,38000270,Outpatient header - 2nd position,S
procedure_occurrence,procedure_type_concept_id,38000271,Outpatient header - 3rd position,S
procedure_occurrence,procedure_type_concept_id,38000272,Outpatient header - 4th position,S
procedure_occurrence,procedure_type_concept_id,38000273,Outpatient header - 5th position,S
procedure_occurrence,procedure_type_concept_id,38000274,Outpatient header - 6th position,S
procedure_occurrence,procedure_type_concept_id,38000268,Outpatient header - primary position,S
procedure_occurrence,procedure_type_concept_id,43542354,Physician administered drug (identified as procedure),S
procedure_occurrence,procedure_type_concept_id,44786630,Primary Procedure,S
procedure_occurrence,procedure_type_concept_id,581412,Procedure Recorded from a Survey,S
procedure_occurrence,procedure_type_concept_id,38003622,Procedure recorded as diagnostic code,S
procedure_occurrence,procedure_type_concept_id,38003621,Procedure recorded as lab test,S
procedure_occurrence,procedure_type_concept_id,42898141,Referral record,S
procedure_occurrence,procedure_type_concept_id,44786631,Secondary Procedure,S
specimen,specimen_type_concept_id,581378,EHR Detail,S
visit_occurrence,visit_concept_id,32217,Admitted as an inpatient to this hospital,S
visit_occurrence,visit_concept_id,8882,Adult Living Care Facility,S
visit_occurrence,visit_concept_id,8850,Ambulance - Air or Water,S
visit_occurrence,visit_concept_id,8668,Ambulance - Land,S
visit_occurrence,visit_concept_id,581478,Ambulance Visit,S
visit_occurrence,visit_concept_id,8883,Ambulatory Surgical Center,S
visit_occurrence,visit_concept_id,8615,Assisted Living Facility,S
visit_occurrence,visit_concept_id,8650,Birthing Center,S
visit_occurrence,visit_concept_id,32194,Clinic or physicians office,S
visit_occurrence,visit_concept_id,8964,Community Mental Health Center,S
visit_occurrence,visit_concept_id,8920,Comprehensive Inpatient Rehabilitation Facility,S
visit_occurrence,visit_concept_id,8947,Comprehensive Outpatient Rehabilitation Facility,S
visit_occurrence,visit_concept_id,32198,Court/Law enforcement,S
visit_occurrence,visit_concept_id,8827,Custodial Care Facility,S
visit_occurrence,visit_concept_id,32235,Discharged to home or self-care with a planned acute care hospital readmission,S
visit_occurrence,visit_concept_id,32210,Discharged to home/self care (routine charge).,S
visit_occurrence,visit_concept_id,32231,Discharged/Transferred to a psychiatric hospital or psychiatric distinct unit of a hospital,S
visit_occurrence,visit_concept_id,32219,Discharged/transferred to Court/Law Enforcement,S
visit_occurrence,visit_concept_id,32232,Discharged/transferred to a Critical Access Hospital (CAH),S
visit_occurrence,visit_concept_id,32245,Discharged/transferred to a Medicare certified long term care hospital (LTCH) with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32248,Discharged/transferred to a critical access hospital (CAH) with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32239,Discharged/transferred to a designated cancer center or children?s hospital with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32233,Discharged/transferred to a designated disaster alternative care site,S
visit_occurrence,visit_concept_id,32238,Discharged/transferred to a facility that provides custodial or supportive care with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32242,Discharged/transferred to a federal health care facility with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32224,Discharged/transferred to a federal hospital,S
visit_occurrence,visit_concept_id,32243,Discharged/transferred to a hospital-based Medicare approved swing bed with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32229,Discharged/transferred to a long term care hospitals,S
visit_occurrence,visit_concept_id,32230,Discharged/transferred to a nursing facility certified under Medicaid but not under Medicare,S
visit_occurrence,visit_concept_id,32247,Discharged/transferred to a psychiatric hospital/distinct part unit of a hospital with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32236,Discharged/transferred to a short term general hospital for inpatient care with a planned acute care hospital inpatient readmission,S
visit_occurrence,visit_concept_id,32237,Discharged/transferred to a skilled nursing facility (SNF) with Medicare certification with a planned acute care hospital inpatient readmission,S
